SurvID_1,x2_1,x2_2,x2_3,x2_4,x2_5,x2_6,x2_7,x2_8,x2_9,x2_10,x2_11,x2_12,x2_13,x2_14,x2_15,x2_16,x2_17,x2_18,x2_19,x2_20,x2_21,x2_22,gender,race,instate,college
1085,4,3,3,3,3,3,2,2,3,3,2,4,2,4,2,1,3,4,3,3,2,3,Male,Black or African American:U.S.,Y,EXST
1086,3,4,3,2,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,Female,Hispanic:U.S.,Y,AGNR
1087,3,1,1,3,2,3,3,2,3,3,2,3,3,4,3,1,0,2,0,1,3,3,Male,Asian:U.S.,Y,ENGR
1088,3,3,3,3,3,3,3,2,3,1,2,1,2,4,3,3,3,3,3,3,3,3,Female,Black or African American:U.S.,Y,EXST
1089,2,2,3,3,2,3,1,1,1,3,3,2,2,3,1,3,2,3,4,3,3,3,Male,Asian:U.S.,Y,CMNS
1090,4,3,3,2,2,3,3,2,3,3,1,2,1,2,3,3,3,3,3,2,3,2,Male,White:U.S.,Y,CMNS
1091,3,3,2,3,2,3,1,1,3,2,1,4,3,4,2,3,2,1,2,1,1,3,Female,Black or African American:U.S.,Y,UGST
1092,3,2,3,1,2,3,1,1,2,1,2,3,4,4,3,1,2,2,3,2,3,3,Female,Black or African American:U.S.,Y,BMGT
1093,4,3,3,3,3,3,3,3,3,3,1,3,1,4,3,2,2,2,2,2,2,2,Female,Asian:U.S.,Y,CMNS
1094,3, ,3,3,3,3,3,3,4,4,4,2,0,2,4,3,4,4,4,0,4,4,Female,Hispanic:U.S.,Y,CMNS
1095,4,4,4,4,4,4,0,0,4,4,4,4,2,4,4,4,3,4,4,4,4,4,Male,White:U.S.,Y,CMNS
1096,4,4,3,3,3,3,4,4,4,3,3,4,3,4,4,1,3,4,2,3,3,4,Female,White:U.S.,N,CMNS
1097,4,3,3,3, ,2,0,0,3,4,2,4,1,4,1,4,1,4,4,4,3,4,Male,White:U.S.,Y,UGST
1098,3,3,3,3,3,3,2,2,2,3,3,1,1,3,3,2,2,3,2,3,3,4,Female,White:U.S.,Y,BSOS
1099,2,3,1,3,3,3,1,3,3,1,1,3,4,4,4,4,0,4,0,0,4,4,Female,White:U.S.,N,UGST
1100,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,Male,White:U.S.,N,ENGR
1101,3,3,2,3,3,4,4,4,3,2,2,3,3,4,4,2,4,1,1,3,3,3,Female,White:U.S.,N,EXST
1102,3,3,3,2,2,3,1,1,0,0,3,2,1,4,3,1,2,0,0,1,3,4,Male,Hispanic:U.S.,Y,EXST
1103,2,3,2,2,3,3,3,3,4,2,2,2,2,4,2,1,2,3,1,2,2,3,Female,Foreign,N,CMNS
1104,4,4,4,4,2,3,4,4,4,4,4,1,3,4,2,2,3,4,4,4,4,2,Female,White:U.S.,Y,UGST
1105,3,4,4,4,4,4,3,2,4,4,3,2,2,4,2,3,2,4,3,2,2,4,Female,Foreign,N,BSOS
1106,3,3,3,2,1,3,3,4,4,3,2,3,3,4,1,1,2,3,1,4,3,3,Female,White:U.S.,N,EXST
1107,3,2,2,2,2,2,3,2,3,4,2,3,4,1,2,1,1,2,3,4,4,4,Male,Foreign,N,CMNS
1108,4,4,2,4,4, , ,4,4,4,4,2,0, , , ,3,0, , ,0, ,Female,White:U.S.,N,UGST
1109,3,3,3,4,2,4,4,4,4,4,4,4,2,4,4,2,1,0,4,2,2,4,Female,White:U.S.,N,UGST
1110,3,3,3,1,1,3,3,2,4,3,4,2,3,4,3,2,3,4,4,4,1,4,Male,White:U.S.,N,ENGR
1111,3,3,3,3,3,4,4,0,4,4,0,4,1,4,1,2,3,1,1,3,3,4,Male,White:U.S.,N,UGST
1112,1,3,2,3,2,3,3,3,3,3,2,2,1,4,4,0,4,3,2,4,3,3,Female,White:U.S.,N,EXST
1113,2,3,2,3,3,3,3,3,3,3,2,3,1,4,4,3,2,4,4,4,3,3,Male,White:U.S.,N,CMNS
1114,3,3,4,3,3,4,4,4,4,4, ,3,1,4,3,4,3,2,2,4,4,4,Female,White:U.S.,Y,EXST
1115,3,2,3,3,3,3,3,4,4,3,3,3,0,4,4,3,3,3,3,3,3,3,Female,Foreign,N,BSOS
1116,3,3,4,4,4,3,4,1,1,3,2,4,0,4,3,1,2,3,3,1,4,4,Male,White:U.S.,N,BMGT
1117,3,3,2,4,3,4,4,3,3,3,3,3,1,4,2,3,1,0,0,3,4,4,Male,White:U.S.,N,EXST
1118,3,3,4,3,2,3,3,2,4,2,2,3,1,4,3,1,3,3,3,4,3,3,Female,White:U.S.,N,EDUC
1119,2,2,1,2,2,3,3,2,1,0,2,4,1,4,3,1,2,1,3,1,1,2,Male,White:U.S.,Y,EXST
1120,4,4,2,3,2,3,3,3,1,1,2,3,1,3,2,2,1,2,1,0,4,3,Female,White:U.S.,Y,CMNS
1121,3,3,3,2,3,2,4,4,1,1,3,4,0,4,3,3,2,3,2,4,2,3,Female,White:U.S.,N,CMNS
1122,3,3,3,2,2,3,3,2,3,3,2,3,2,3,2,3,2,3,2,2,2,3,Female,White:U.S.,N,BSOS
1123,2,3,3,2,1,3,3,1,2,2,3,2,0,4,3,1,1,1,0,2,3,4,Female,Unknown:U.S.,N,UGST
1124,3,3,3,3,2,2,4,3,3,3,1,2,2,4,0,2,0,0,0,1,2,2,Male,White:U.S.,N,UGST
1125,1,3,3,3,2,3,3,2,1,1,3,2,4,4,2,0,3,3,0,1,0,4,Female,White:U.S.,N,BSOS
1126,2,1,2,1,3,3,3,2,3,1,0,3,1,4,3,1,2,1,1,1,3,4,Male,White:U.S.,N,BMGT
1127,3,2,4,4,4,4,4,4,4,4,4,4,0,3,2,2,2,3,4,3,3,4,Male,Black or African American:U.S.,N,SPHL
1128,4,3,3,3,3,2,1,3,4,4,3,2,3,4,4,3,3,3,2,2,4,4,Female,Two or More:U.S.,Y,JOUR
1129,3,0,3,3,2,3,3,3,3,3,4,3,2,4,4,4,3,4,4,4,3,4,Male,White:U.S.,Y,UGST
1130,3,3,2,3,2,4,3,3,3,2,1,2,0,4,3,3,2,4,4,3,3,3,Female,White:U.S.,Y,EXST
1131,4,4,4,2,3,4,4,4,4,2,1,3,2,4,3,3,3,4,4,4,4,4,Female,Hispanic:U.S.,Y,BMGT
1132,2,3,3,3,2,4,0,4,4,4,2,1,2,4,3,3,1,4,4,2,3,4,Male,Hispanic:U.S.,Y,BMGT
1133,3,3,3,3,2,3,3,3,3,2,2,4,1,3,3,1,3,3,3,3,3,4,Male,White:U.S.,N,BMGT
1134,3,3,3,3,4,4,3,3,3,3,2,3,2,4,3,2,3,2,3,4,3,3,Female,White:U.S.,N,UGST
1135,3,3,3,1,1,3,2,1,1,3,4,3,1,4,3,2,2,3,3,2,1,4,Female,White:U.S.,Y,ENGR
1136,4,4,4,3,4,3,4,4,4,4,2,3,3,4,3,4,3,4,4,3,4,4,Female,White:U.S.,Y,ARHU
1137,3,4,2,2,3,3,4,3,3,2,1,3,1,4,2,1,2,3,3,3,2,4,Female,White:U.S.,Y,CMNS
1138,3,3,2,3,2,4,4,2,4,4,1,4,2,4,4,3,2,1,3,4,4,4,Male,White:U.S.,N,EXST
1139,4,4,4,4,4,4,4,4,2,3,3,4,1,4,4,3,4,1,2,4,4,4,Male,White:U.S.,N,UGST
1140,3,4,3,4,4,4,4,4,4,3,3,2,3,4,4,3,3,4,2,3,4,3,Male,Foreign,N,UGST
1141,3,2,2,2,1,2,3,3,3,3,2,2,4,4,3,1,1,3,3,2,1,2,Female,White:U.S.,N,ARCH
1142,4,3,3,2,2,4,3,0,0,3,2,4,2,4,3,4,2,4,4,3,4,4,Male,White:U.S.,Y,ENGR
1143,3,3,3,2,3,3,3,3,0,4,3,4,3,3,2,3,3,2,2,3,2,3,Male,White:U.S.,N,UGST
1144,4,4,4,1,2,1,4,4,4,4,4,4,3,4,3,3,2,4,4,4,2,4,Male,Asian:U.S.,Y,AGNR
1145,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Male,Foreign,N,BSOS
1146,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,Male,White:U.S.,N,CMNS
1147, ,3,3,3,3,3,2,2,2,2,2,3,1,3,3,1,3,3,3,3,3,3,Male,White:U.S.,N,EXST
1148,3,3,2,1,1,3,3,1,3,3,2,1,4,4,4,0,3,1,2,3,4,3,Female,White:U.S.,N,UGST
1149,3,4,3,3,3,4,4,4,4,4,3,4,0,4,4,4,3,4,4,4,4,4,Female,White:U.S.,N,ARHU
1150,2,1,1,3,0,2,3,3,3,2,1,3,4,3,2,3,1,0,2,2,2,3,Female,White:U.S.,N,EXST
1151,3,3,2,3,2,3,3,3,3,3,2,3,2,3,2,1,1,3,3,1,3,2,Male,Two or More:U.S.,Y,ENGR
1152,3,3,3,2,4,4,4,4,3,3,2,4,1,4,3,1,3,0,0,3,3,4,Male,White:U.S.,N,EXST
1153,4,3,3,3,2,3,3,2,3,4,4,2,3,4,3,2,2,4,4,4,2,3,Female,White:U.S.,Y,CMNS
1154,3,3,3,4,3,4,3,3,4,4,3,1,3,4,2,3,3,4,2,3,2,3,Male,Foreign,N,CMNS
1155,3,3,3,3,3,3,3,3,3,3,4,1,2,3,3,3,3,2,3,3,3,3,Male,Foreign,N,UGST
1156,2,3,2,3,3,3,3,3,4,4,3,3,3,3,2,3,2,3,3,3,3,3,Male,Foreign,N,UGST
1157,3,3,3,4,3,3,3,2,4,4,3,3,2,4,3,3,3,2,2,3,3,3,Female,Foreign,N,BMGT
1158,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,2,3,3,Female,Foreign,N,ARHU
1159,2,3,4,2,3,4,2,1,4,3,3,3,1,4,2,2,2,4,3,3,4,4,Male,White:U.S.,Y,UGST
1160,2,2,4,0,0,3,4,1,3,0,0,4,1,4,1,2,1,3,3,1,4,4,Male,White:U.S.,N,CMNS
1161,3,3,3,1,3,3,3,1,3,3,1,3,1,4,3,3,2,3,1,3,3,3,Female,White:U.S.,N,CMNS
1162,3,3,2,3,2,3,4,4,2,4,1,4,1,4,3,2,2,2,2,4,3,2,Male,White:U.S.,N,BSOS
1163,3,3,2,2,1,2,4,3,4,1,1,3,1,4,4,3,2,3,3,3,1,4,Male,White:U.S.,N,ENGR
1164,3,2,1,3,4,4,4,2,2,4,4,4,3,4,3,1,1,1,1,1,4,4,Male,Black or African American:U.S.,Y,UGST
1165,4,4,4,4,4,4,4,4,4,3,2,3,0,4,3,2,2,3,3,3,4,4,Female,Black or African American:U.S.,Y,UGST
1166,3,3,3,4,2,2,0,0,4,4,4,3,3,4,4,4,4,4,4,2,2,4,Male,White:U.S.,Y,UGST
1167,3,3,3,2,1,3,3,0,4,1,4,4,4,4,4,3,1,3,3,2,3,2,Female,White:U.S.,N,UGST
1168,4,2,3,2,3,4,4,4,1,2,3,3,4,4,3,1,2,0,0,2,1,4,Female,White:U.S.,N,UGST
1169,4,4,4,4,4,4,4,4,4,4,4,4,1,3,2,4,4,4,4,4,4,4,Female,Foreign,N,CMNS
1170,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,Male,Foreign,N,BSOS
1171,3,3,2,3,3,3,3,0,3,3,1,1,3,3,2,3,2,1,3,2,2,2,Female,Black or African American:U.S.,Y,UGST
1172,3,3,3,4,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,Male,Asian:U.S.,N,BSOS
1173,4,4,2,1,2,2,3,3,3,1,1,4,0,4,3,1,3,3,4,4,4,4,Male,White:U.S.,N,CMNS
1174,3,2,2,1,2,4,4,4,4,4,3,4,1,4,4,1,2,4,4,2,4,3,Female,White:U.S.,N,ENGR
1175,3,1,2,3,3,3,3,0,2,3,1,2,4,3,3,3,1,3,3,1,2,3,Female,White:U.S.,N,BSOS
1176,3,2,2,2,3,3,3,3,3,3,3,3,4,4,2,2,1,3,3,2,2,3,Male,Hispanic:U.S.,Y,CMNS
1177,4,4,4,2,2,3,1,1,3,1,3,3,0,4,3,2,2,3,3,2,3,3,Male,Two or More:U.S.,Y,ENGR
1178,2,4,4,3,1,1,4,4,2,1,0,0,1,4,2,2,2,2,2,2,2,2,Male,White:U.S.,Y,BMGT
1179,4,4,4,3,3,4,2,3,4,3,4,3,4,4,4,3,4,4,4,4,4,4,Male,White:U.S.,Y,ARHU
1180,3,3,3,3,3,3,2,2,3,3,1,3,2,3,3,3,3,3,3,3,3,3,Male,White:U.S.,Y,UGST
1181,3,3,3,2,2,3,1,1,3,3,0,1,1,4,3,1,3,3,3,2,1,2,Female,Hispanic:U.S.,Y,CMNS
1182,4,4,4,4,4,3,2,3,4,2,1,3,3,4,4,0,2,3,3,2,3,4,Male,White:U.S.,N,BMGT
1183,4,4,4,4,4,4,4,4,4,4,2,2,2,4,3,3,2,1,1,2,3,4,Male,Foreign,N,UGST
1184,4,4,4,4,3,4,4,4,4,4,2,3,2,4,3,3,2,4,3,4,4,4,Male,Foreign,N,ENGR
1185,4,4,4,4,4,4,4,4,4,4,4,4,0,4,3,3,4,3,3,3,4,4,Male,Foreign,N,UGST
1186,3,3,4,3,2,4,4,2,4,3,3,3,3,4,2,2,2,2,4,3,3,3,Male,Unknown:U.S.,Y,UGST
1187,3,3,3,4,4,3,4,2,3,2,3,2,3,4,2,3,3,2,3,4,3,3,Male,Black or African American:U.S.,Y,UGST
1188,4,2,3,3,4,4,2,2,4,4,4,2,4,4,4,2,2,4,4,3,2,4,Male,Asian:U.S.,Y,ENGR
1189,4,4,3,3,3,3,3,3,3,3,3,3,2,4,2,2,2,3,4,2,3,3,Male,Asian:U.S.,Y,BMGT
1190,4,3,3,3,2,3,2,3,3,4,4, ,0,4, ,2,3,3,2,2,3,4,Male,White:U.S.,Y,BMGT
1191,4,4,4,4,4,4,4,4,4,4,1,2,3,4,4,4,3,4,3,3,3,3,Female,Black or African American:U.S.,Y,ARHU
1192,3,3,3,2,2,4,3,4,4,4,3,4,2,4,3,4,2,2,2,3,4,4,Male,White:U.S.,Y,UGST
1193,3,3,3,1,2,3,1,0,3,1,3,3,3,4,3,1,1,0,3,0,1,3,Male,White:U.S.,Y,UGST
1194,4,4,4,3,4,4,3,3,3,3,3,3,1,4,4,2,3,4,4,3,3,4,Male,White:U.S.,Y,ENGR
1195,3,3,3,3,3,3,3,3,3,2,3,2,4,4,1,1,0,2,3,1,3,2,Male,Asian:U.S.,Y,UGST
1196,3,4,3,4,4,2,4,0,4,4,4,1,4,4,4,4,1,4,4,4,4,4,Female,Two or More:U.S.,Y,ARHU
1197,1,3,3,3,2,2,0,0,3,2,3,2,4,4,2,4,1,4,3,2,4,4,Male,White:U.S.,Y,UGST
1198,4,4,3,3,2,4,3,1,4,4,4,1,4,4,3,3,1,4,4,4,3,4,Female,Black or African American:U.S.,Y,CMNS
1199,4,4,4,1,3,3,3,0,4,3,2,2,4,3,4,3,3,4,4,3,4,3,Male,White:U.S.,Y,EDUC
1200,3,4,4,4,4,4,4,4,1,3,0,3,4,4,4,3,3,3,3,4,4,4,Female,White:U.S.,Y,ARHU
1201,4,3,3,4,4,4,4,2,4,4,4,4,1,4,3,2,3,4,2,4,3,2,Female,Asian:U.S.,N,BSOS
1202,2,4,4,4,2,3,1,2,4,3,4,3,3,4,3,4,3,4,4,3,4,4,Female,White:U.S.,Y,BSOS
1203,3,2,2,2,3,3,3,3,3,3,4,2,2,4,2,1,1,3,2,1,1,3,Male,Foreign,N,CMNS
1204,4,4,3,4,4,4,3,2,2,3,1,2,3,4,1,1,1,4,3,2,2,4,Female,Foreign,N,BMGT
1205,3,3,3,2,2,3,3,1,3,3,3,3,1,3,3,3,1,3,3,3,3,3,Female,White:U.S.,N,BSOS
1206,2,4,4,1,3,4,1,1,3,3,1,2,1,4,3,3,3,4,1,4,3,4,Female,White:U.S.,Y,CMNS
1207,3,2,3,3,3,3,3,1,3,1,1,3,1,4,3,3,1,3,1,1,3,3,Female,White:U.S.,Y,ARHU
1208,4,2,2,2,2,3,3,1,3,3,3,3,4,4,3,2,1,3,3,1,3,3,Male,White:U.S.,Y,UGST
1209,3,4,3,2,2,3,3,2,3,2,2,3,1,4,3,3,2,3,2,2,3,2,Female,White:U.S.,Y,UGST
1210,3,3,3,3,3,4,4,4,4,4,3,3,1,4,4,3,1,1,4,4,4,4,Female,Two or More:U.S.,Y,UGST
